rows 100 cols 75 nonzeros 5 sigma 1
lambda, precision, recall, SSD RSS
1886.28505413 , 1.0 , 0.2 , 462.599775437 , 35378.4346916
1509.02804331 , 1.0 , 0.6 , 411.594410855 , 30247.7204417
1207.22243465 , 1.0 , 0.8 , 312.54246341 , 22039.2845987
965.777947717 , 1.0 , 1.0 , 236.080197988 , 16084.5020276
772.622358173 , 1.0 , 1.0 , 151.421127434 , 10321.7315148
618.097886539 , 1.0 , 1.0 , 97.1819074558 , 6633.66657447
494.478309231 , 1.0 , 1.0 , 62.4217755813 , 4273.30501689
395.582647385 , 1.0 , 1.0 , 40.1376662606 , 2762.67362003
316.466117908 , 1.0 , 1.0 , 25.8457363587 , 1795.86952604
253.172894326 , 1.0 , 1.0 , 16.6737957518 , 1177.02804078
202.538315461 , 1.0 , 1.0 , 10.7855292433 , 781.056329574
162.030652369 , 1.0 , 1.0 , 7.00162501984 , 527.634460152
129.624521895 , 1.0 , 1.0 , 4.56759509692 , 365.44446372
103.699617516 , 1.0 , 1.0 , 2.99995097036 , 261.642866003
82.9596940128 , 1.0 , 1.0 , 1.98876674865 , 195.209843464
66.3677552102 , 1.0 , 1.0 , 1.33523467957 , 152.676812862
53.0942041682 , 0.833333333333 , 1.0 , 0.922394114094 , 123.978106139
42.4753633346 , 0.833333333333 , 1.0 , 0.658847722191 , 105.278619991
33.9802906676 , 0.416666666667 , 1.0 , 0.506615345427 , 90.2106403422
27.1842325341 , 0.357142857143 , 1.0 , 0.419843023545 , 77.9107710456
21.7473860273 , 0.333333333333 , 1.0 , 0.366733375042 , 68.6530878046
17.3979088218 , 0.238095238095 , 1.0 , 0.339370071163 , 61.5903348971
13.9183270575 , 0.192307692308 , 1.0 , 0.329801926961 , 55.5996388539
11.134661646 , 0.151515151515 , 1.0 , 0.322423261825 , 50.0818781208
8.90772931678 , 0.128205128205 , 1.0 , 0.334402403759 , 44.7326803728
7.12618345342 , 0.116279069767 , 1.0 , 0.381952254427 , 39.4626349617
5.70094676274 , 0.108695652174 , 1.0 , 0.44795228812 , 35.3114083806
4.56075741019 , 0.102040816327 , 1.0 , 0.523362628717 , 32.4722680887
3.64860592815 , 0.0892857142857 , 1.0 , 0.601617894072 , 30.2234951755
2.91888474252 , 0.0793650793651 , 1.0 , 0.696179470566 , 28.079375934
2.33510779402 , 0.0746268656716 , 1.0 , 0.810936352353 , 26.1109832148
1.86808623521 , 0.0714285714286 , 1.0 , 0.934609144785 , 24.626298082
1.49446898817 , 0.0714285714286 , 1.0 , 1.05293612989 , 23.6097789638
1.19557519054 , 0.0714285714286 , 1.0 , 1.16131873852 , 22.9485485417
